sample,total_count,population,count,percentage
sample00122,102361,cd4_t_cell,31029,30.313303
sample00122,102361,nk_cell,11544,11.277733
sample00122,102361,monocyte,21255,20.764744
sample00123,101404,b_cell,8588,8.469094
sample00123,101404,cd8_t_cell,26624,26.255375
sample00123,101404,cd4_t_cell,29889,29.475169
sample00123,101404,nk_cell,17161,16.923396
sample00123,101404,monocyte,19142,18.876967
sample00124,91040,b_cell,7220,7.93058
sample00124,91040,cd8_t_cell,23608,25.931459
sample00124,91040,cd4_t_cell,28332,31.120387
sample00124,91040,nk_cell,12327,13.540202
sample00124,91040,monocyte,19553,21.477373
sample00125,108174,b_cell,18039,16.675911
sample00125,108174,cd8_t_cell,34464,31.859781
sample00125,108174,cd4_t_cell,27052,25.007858
sample00125,108174,nk_cell,13365,12.355095
sample00125,108174,monocyte,15254,14.101355
sample00126,93769,b_cell,8794,9.378366
sample00126,93769,cd8_t_cell,21622,23.058793
sample00126,93769,cd4_t_cell,29419,31.373908
sample00126,93769,nk_cell,12852,13.706022
sample00126,93769,monocyte,21082,22.48291
sample00127,105638,b_cell,12536,11.866942
sample00127,105638,cd8_t_cell,25347,23.994207
sample00127,105638,cd4_t_cell,24468,23.16212
sample00127,105638,nk_cell,19839,18.780174
sample00127,105638,monocyte,23448,22.196558
sample00128,102875,b_cell,10257,9.970352
sample00128,102875,cd8_t_cell,31155,30.284326
sample00128,102875,cd4_t_cell,24291,23.612151
sample00128,102875,nk_cell,16425,15.965978
sample00128,102875,monocyte,20747,20.167193
sample00129,97799,b_cell,8578,8.771051
sample00129,97799,cd8_t_cell,24695,25.250769
sample00129,97799,cd4_t_cell,33812,34.572951
sample00129,97799,nk_cell,12222,12.49706
sample00129,97799,monocyte,18492,18.908169
sample00130,110509,b_cell,9491,8.588441
sample00130,110509,cd8_t_cell,20874,18.888959
sample00130,110509,cd4_t_cell,29379,26.585165
sample00130,110509,nk_cell,29957,27.108199
sample00130,110509,monocyte,20808,18.829236
sample00131,94983,b_cell,13475,14.186749
sample00131,94983,cd8_t_cell,19647,20.684754
sample00131,94983,cd4_t_cell,33782,35.566365
sample00131,94983,nk_cell,12269,12.917048
sample00131,94983,monocyte,15810,16.645084
sample00132,104383,b_cell,12071,11.564144
sample00132,104383,cd8_t_cell,22953,21.989213
sample00132,104383,cd4_t_cell,37366,35.797017
sample00132,104383,nk_cell,10838,10.382917
sample00132,104383,monocyte,21155,20.26671
sample00133,103248,b_cell,8998,8.714939
sample00133,103248,cd8_t_cell,30577,29.615102
sample00133,103248,cd4_t_cell,39154,37.922284
sample00133,103248,nk_cell,8310,8.048582
sample00133,103248,monocyte,16209,15.699093
sample00134,94929,b_cell,5345,5.630524
sample00134,94929,cd8_t_cell,19854,20.914578
sample00134,94929,cd4_t_cell,21093,22.219764
sample00134,94929,nk_cell,19431,20.468982
sample00134,94929,monocyte,29206,30.766152
sample00135,111728,b_cell,6364,5.695976
sample00135,111728,cd8_t_cell,30479,27.279643
sample00135,111728,cd4_t_cell,33379,29.875233
sample00135,111728,nk_cell,21472,19.218101
sample00135,111728,monocyte,20034,17.931047
sample00136,105539,b_cell,9477,8.979619
sample00136,105539,cd8_t_cell,24510,23.223642
sample00136,105539,cd4_t_cell,36775,34.844939
sample00136,105539,nk_cell,15303,14.499853
sample00136,105539,monocyte,19474,18.451947
sample00137,103610,b_cell,13112,12.655149
sample00137,103610,cd8_t_cell,27662,26.698195
sample00137,103610,cd4_t_cell,34563,33.358749
sample00137,103610,nk_cell,9519,9.187337
sample00137,103610,monocyte,18754,18.100569
sample00138,93142,b_cell,10705,11.493204
sample00138,93142,cd8_t_cell,24949,26.785983
sample00138,93142,cd4_t_cell,26058,27.976638
sample00138,93142,nk_cell,14575,15.64815
sample00138,93142,monocyte,16855,18.096025
sample00139,98502,b_cell,8256,8.381556
sample00139,98502,cd8_t_cell,27913,28.337496
sample00139,98502,cd4_t_cell,32718,33.215569
sample00139,98502,nk_cell,13985,14.197681
sample00139,98502,monocyte,15630,15.867698
sample00140,94698,b_cell,10349,10.928425
sample00140,94698,cd8_t_cell,26253,27.722866
sample00140,94698,cd4_t_cell,23476,24.790386
sample00140,94698,nk_cell,16992,17.943357
sample00140,94698,monocyte,17628,18.614965
sample00141,103696,b_cell,4896,4.721494
sample00141,103696,cd8_t_cell,28642,27.621123
sample00141,103696,cd4_t_cell,35662,34.390912
sample00141,103696,nk_cell,13171,12.701551
sample00141,103696,monocyte,21325,20.564921
sample00142,98991,b_cell,10372,10.47772
sample00142,98991,cd8_t_cell,26865,27.138831
sample00142,98991,cd4_t_cell,32331,32.660545
sample00142,98991,nk_cell,12124,12.247578
sample00142,98991,monocyte,17299,17.475326
sample00143,95184,b_cell,7954,8.356446
sample00143,95184,cd8_t_cell,32400,34.039334
sample00143,95184,cd4_t_cell,24873,26.131493
sample00143,95184,nk_cell,19369,20.349008
sample00143,95184,monocyte,10588,11.123718
sample00144,98439,b_cell,7857,7.981593
sample00144,98439,cd8_t_cell,37150,37.739107
sample00144,98439,cd4_t_cell,27371,27.805037
sample00144,98439,nk_cell,8182,8.311746
sample00144,98439,monocyte,17879,18.162517
sample00145,96711,b_cell,9816,10.149828
sample00145,96711,cd8_t_cell,27212,28.13744
sample00145,96711,cd4_t_cell,24589,25.425236
sample00145,96711,nk_cell,18544,19.174654
sample00145,96711,monocyte,16550,17.112841
sample00146,108534,b_cell,1835,1.690714
sample00146,108534,cd8_t_cell,32579,30.017322
sample00146,108534,cd4_t_cell,40424,37.245471
sample00146,108534,nk_cell,9906,9.127094
sample00146,108534,monocyte,23790,21.919399
sample00147,107835,b_cell,9384,8.702184
sample00147,107835,cd8_t_cell,27312,25.327584
sample00147,107835,cd4_t_cell,35855,33.249872
sample00147,107835,nk_cell,12925,11.985904
sample00147,107835,monocyte,22359,20.734455
sample00148,95497,b_cell,12464,13.051719
sample00148,95497,cd8_t_cell,24484,25.638502
sample00148,95497,cd4_t_cell,27844,29.156937
sample00148,95497,nk_cell,16625,17.408924
sample00148,95497,monocyte,14080,14.743919
sample00149,106825,b_cell,7999,7.487948
sample00149,106825,cd8_t_cell,30839,28.868711
sample00149,106825,cd4_t_cell,31822,29.788907
sample00149,106825,nk_cell,18101,16.944535
sample00149,106825,monocyte,18064,16.909899
sample00150,90252,b_cell,6574,7.284049
sample00150,90252,cd8_t_cell,23193,25.698045
sample00150,90252,cd4_t_cell,30706,34.022515
sample00150,90252,nk_cell,9234,10.231352
sample00150,90252,monocyte,20545,22.764038
sample00151,94188,b_cell,10045,10.664841
sample00151,94188,cd8_t_cell,25079,26.626534
sample00151,94188,cd4_t_cell,19743,20.961269
sample00151,94188,nk_cell,21948,23.302332
sample00151,94188,monocyte,17373,18.445025
sample00152,101748,b_cell,10029,9.856705
sample00152,101748,cd8_t_cell,23103,22.706097
sample00152,101748,cd4_t_cell,34480,33.887644
sample00152,101748,nk_cell,16235,15.956088
sample00152,101748,monocyte,17901,17.593466
sample00153,105449,b_cell,12772,12.112016
sample00153,105449,cd8_t_cell,27496,26.075164
sample00153,105449,cd4_t_cell,30009,28.458307
sample00153,105449,nk_cell,18319,17.372379
sample00153,105449,monocyte,16853,15.982134
sample00154,98244,b_cell,4851,4.937706
sample00154,98244,cd8_t_cell,29394,29.919384
sample00154,98244,cd4_t_cell,29002,29.520378
sample00154,98244,nk_cell,20254,20.616017
sample00154,98244,monocyte,14743,15.006514
sample00155,98358,b_cell,9098,9.249883
sample00155,98358,cd8_t_cell,31146,31.665955
sample00155,98358,cd4_t_cell,29519,30.011794
sample00155,98358,nk_cell,15004,15.254479
sample00155,98358,monocyte,13591,13.81789
sample00156,95669,b_cell,12105,12.653001
sample00156,95669,cd8_t_cell,22220,23.225914
sample00156,95669,cd4_t_cell,25294,26.439076
sample00156,95669,nk_cell,14077,14.714275
sample00156,95669,monocyte,21973,22.967732
sample00157,107396,b_cell,12798,11.916645
sample00157,107396,cd8_t_cell,29712,27.665835
sample00157,107396,cd4_t_cell,25824,24.045588
sample00157,107396,nk_cell,15303,14.249134
sample00157,107396,monocyte,23759,22.122798
sample00158,99524,b_cell,9304,9.348499
sample00158,99524,cd8_t_cell,28693,28.830232
sample00158,99524,cd4_t_cell,30837,30.984486
sample00158,99524,nk_cell,16219,16.296572
sample00158,99524,monocyte,14471,14.540211
sample00159,108497,b_cell,10899,10.045439
sample00159,108497,cd8_t_cell,30942,28.518761
sample00159,108497,cd4_t_cell,37159,34.248873
sample00159,108497,nk_cell,11928,10.993852
sample00159,108497,monocyte,17569,16.193074
sample00160,108795,b_cell,4919,4.521347
sample00160,108795,cd8_t_cell,30893,28.395606
sample00160,108795,cd4_t_cell,37824,34.766304
sample00160,108795,nk_cell,15030,13.814973
sample00160,108795,monocyte,20129,18.501769
sample00161,108402,b_cell,11706,10.798694
sample00161,108402,cd8_t_cell,27113,25.011531
sample00161,108402,cd4_t_cell,27508,25.375916
sample00161,108402,nk_cell,23555,21.729304
sample00161,108402,monocyte,18520,17.084556
sample00162,102499,b_cell,12077,11.782554
sample00162,102499,cd8_t_cell,25698,25.071464
sample00162,102499,cd4_t_cell,34285,33.449107
sample00162,102499,nk_cell,14585,14.229407
sample00162,102499,monocyte,15854,15.467468
sample00163,104732,b_cell,11351,10.838139
sample00163,104732,cd8_t_cell,28692,27.395638
sample00163,104732,cd4_t_cell,37866,36.155139
sample00163,104732,nk_cell,8485,8.101631
sample00163,104732,monocyte,18338,17.509453
sample00164,100756,b_cell,11872,11.782921
sample00164,100756,cd8_t_cell,26866,26.664417
sample00164,100756,cd4_t_cell,29156,28.937235
sample00164,100756,nk_cell,8636,8.571202
sample00164,100756,monocyte,24226,24.044226
sample00165,111486,b_cell,11804,10.587877
sample00165,111486,cd8_t_cell,19245,17.262257
sample00165,111486,cd4_t_cell,35119,31.500816
sample00165,111486,nk_cell,23862,21.403584
sample00165,111486,monocyte,21456,19.245466
sample00166,111770,b_cell,9198,8.2294
sample00166,111770,cd8_t_cell,21433,19.175986
sample00166,111770,cd4_t_cell,33200,29.703856
sample00166,111770,nk_cell,21756,19.464973
sample00166,111770,monocyte,26183,23.425785
sample00167,108425,b_cell,9538,8.796864
sample00167,108425,cd8_t_cell,40134,37.015448
sample00167,108425,cd4_t_cell,26658,24.586581
sample00167,108425,nk_cell,12901,11.898547
sample00167,108425,monocyte,19194,17.702559
sample00168,102412,b_cell,8186,7.993204
sample00168,102412,cd8_t_cell,32947,32.171035
sample00168,102412,cd4_t_cell,30370,29.654728
sample00168,102412,nk_cell,18642,18.202945
sample00168,102412,monocyte,12267,11.978089
sample00169,93829,b_cell,8106,8.63912
sample00169,93829,cd8_t_cell,23215,24.741818
sample00169,93829,cd4_t_cell,33236,35.421884
sample00169,93829,nk_cell,14682,15.647614
sample00169,93829,monocyte,14590,15.549564
sample00170,98457,b_cell,7984,8.109124
sample00170,98457,cd8_t_cell,25161,25.555319
sample00170,98457,cd4_t_cell,26639,27.056482
sample00170,98457,nk_cell,14178,14.400195
sample00170,98457,monocyte,24495,24.878881
sample00171,92121,b_cell,11525,12.51072
sample00171,92121,cd8_t_cell,23390,25.390519
sample00171,92121,cd4_t_cell,22299,24.206207
sample00171,92121,nk_cell,14118,15.325496
sample00171,92121,monocyte,20789,22.567059
sample00172,94096,b_cell,11364,12.077028
sample00172,94096,cd8_t_cell,23176,24.630165
sample00172,94096,cd4_t_cell,28674,30.473134
sample00172,94096,nk_cell,11737,12.473431
sample00172,94096,monocyte,19145,20.346242
sample00173,96509,b_cell,7082,7.338176
sample00173,96509,cd8_t_cell,27520,28.515475
sample00173,96509,cd4_t_cell,28266,29.28846
sample00173,96509,nk_cell,9801,10.15553
sample00173,96509,monocyte,23840,24.702359
sample00174,97817,b_cell,7405,7.570259
sample00174,97817,cd8_t_cell,22137,22.631036
sample00174,97817,cd4_t_cell,32965,33.700686
sample00174,97817,nk_cell,20805,21.269309
sample00174,97817,monocyte,14505,14.828711
sample00175,107707,b_cell,11412,10.595412
sample00175,107707,cd8_t_cell,23005,21.358872
sample00175,107707,cd4_t_cell,36667,34.043284
sample00175,107707,nk_cell,13648,12.671414
sample00175,107707,monocyte,22975,21.331018
sample00176,97220,b_cell,7371,7.581773
sample00176,97220,cd8_t_cell,18491,19.019749
sample00176,97220,cd4_t_cell,31741,32.648632
sample00176,97220,nk_cell,13042,13.414935
sample00176,97220,monocyte,26575,27.334911
sample00177,102788,b_cell,10580,10.29303
sample00177,102788,cd8_t_cell,30273,29.451882
sample00177,102788,cd4_t_cell,25468,24.777211
sample00177,102788,nk_cell,18621,18.115928
sample00177,102788,monocyte,17846,17.361949
sample00178,109003,b_cell,11377,10.437327
sample00178,109003,cd8_t_cell,18189,16.686697
sample00178,109003,cd4_t_cell,35564,32.626625
sample00178,109003,nk_cell,22592,20.726035
sample00178,109003,monocyte,21281,19.523316
sample00179,95383,b_cell,4366,4.577336
sample00179,95383,cd8_t_cell,24940,26.147217
sample00179,95383,cd4_t_cell,26451,27.731357
sample00179,95383,nk_cell,15829,16.5952
sample00179,95383,monocyte,23797,24.94889
sample00180,99526,b_cell,10632,10.682636
sample00180,99526,cd8_t_cell,24728,24.845769
sample00180,99526,cd4_t_cell,34254,34.417137
sample00180,99526,nk_cell,11859,11.915479
sample00180,99526,monocyte,18053,18.138979
sample00181,106939,b_cell,9617,8.992977
sample00181,106939,cd8_t_cell,19948,18.653625
sample00181,106939,cd4_t_cell,36652,34.273745
sample00181,106939,nk_cell,20353,19.032346
sample00181,106939,monocyte,20369,19.047307
sample00182,96513,b_cell,7927,8.213401
sample00182,96513,cd8_t_cell,14677,15.207278
sample00182,96513,cd4_t_cell,43029,44.583631
sample00182,96513,nk_cell,12671,13.128801
sample00182,96513,monocyte,18209,18.866888
sample00183,90271,b_cell,8354,9.254356
sample00183,90271,cd8_t_cell,22921,25.391322
sample00183,90271,cd4_t_cell,24907,27.591364
sample00183,90271,nk_cell,18320,20.294447
sample00183,90271,monocyte,15769,17.468511
sample00184,101853,b_cell,13752,13.501811
sample00184,101853,cd8_t_cell,27317,26.820025
sample00184,101853,cd4_t_cell,29444,28.908329
sample00184,101853,nk_cell,12478,12.250989
sample00184,101853,monocyte,18862,18.518846
sample00185,90312,b_cell,8199,9.078528
sample00185,90312,cd8_t_cell,26342,29.167774
sample00185,90312,cd4_t_cell,30630,33.915759
sample00185,90312,nk_cell,11517,12.752458
sample00185,90312,monocyte,13624,15.085481
sample00186,99781,b_cell,12451,12.478328
sample00186,99781,cd8_t_cell,32194,32.26466
sample00186,99781,cd4_t_cell,21131,21.177378
sample00186,99781,nk_cell,14883,14.915665
sample00186,99781,monocyte,19122,19.163969
sample00187,97273,b_cell,13389,13.764354
sample00187,97273,cd8_t_cell,22858,23.498813
sample00187,97273,cd4_t_cell,25999,26.727869
sample00187,97273,nk_cell,12980,13.343888
sample00187,97273,monocyte,22047,22.665077
sample00188,93651,b_cell,10012,10.690756
sample00188,93651,cd8_t_cell,20985,22.407662
sample00188,93651,cd4_t_cell,30565,32.637131
sample00188,93651,nk_cell,12910,13.785224
sample00188,93651,monocyte,19179,20.479226
sample00189,92269,b_cell,7128,7.725238
sample00189,92269,cd8_t_cell,25593,27.737377
sample00189,92269,cd4_t_cell,32117,34.808007
sample00189,92269,nk_cell,9460,10.252631
sample00189,92269,monocyte,17971,19.476747
sample00190,107702,b_cell,5835,5.417727
sample00190,107702,cd8_t_cell,30522,28.339307
sample00190,107702,cd4_t_cell,30147,27.991124
sample00190,107702,nk_cell,13942,12.944978
sample00190,107702,monocyte,27256,25.306865
sample00191,97633,b_cell,10650,10.908197
sample00191,97633,cd8_t_cell,30449,31.187201
sample00191,97633,cd4_t_cell,25785,26.410128
sample00191,97633,nk_cell,12249,12.545963
sample00191,97633,monocyte,18500,18.948511
sample00192,93422,b_cell,9491,10.159277
sample00192,93422,cd8_t_cell,22342,23.915138
sample00192,93422,cd4_t_cell,29905,32.010661
sample00192,93422,nk_cell,11715,12.539873
sample00192,93422,monocyte,19969,21.375051
sample00193,104288,b_cell,12614,12.095351
sample00193,104288,cd8_t_cell,22778,21.841439
sample00193,104288,cd4_t_cell,33863,32.470658
sample00193,104288,nk_cell,17323,16.610732
sample00193,104288,monocyte,17710,16.98182
sample00194,94766,b_cell,8249,8.704599
sample00194,94766,cd8_t_cell,21040,22.202056
sample00194,94766,cd4_t_cell,32860,34.674883
sample00194,94766,nk_cell,14690,15.50134
sample00194,94766,monocyte,17927,18.917122
sample00195,110093,b_cell,9581,8.702642
sample00195,110093,cd8_t_cell,23430,21.282007
sample00195,110093,cd4_t_cell,31555,28.662131
sample00195,110093,nk_cell,17031,15.469648
sample00195,110093,monocyte,28496,25.883571
sample00196,106348,b_cell,5599,5.264791
sample00196,106348,cd8_t_cell,22344,21.010268
sample00196,106348,cd4_t_cell,35171,33.071614
sample00196,106348,nk_cell,20760,19.520818
sample00196,106348,monocyte,22474,21.132508
sample00197,105242,b_cell,11837,11.247411
sample00197,105242,cd8_t_cell,33379,31.716425
sample00197,105242,cd4_t_cell,24501,23.280629
sample00197,105242,nk_cell,12489,11.866935
sample00197,105242,monocyte,23036,21.8886
sample00198,112100,b_cell,11947,10.657449
sample00198,112100,cd8_t_cell,26396,23.546833
sample00198,112100,cd4_t_cell,25884,23.090098
sample00198,112100,nk_cell,13726,12.244425
sample00198,112100,monocyte,34147,30.461195
sample00199,98854,b_cell,14721,14.891658
sample00199,98854,cd8_t_cell,18028,18.236996
sample00199,98854,cd4_t_cell,32669,33.047727
sample00199,98854,nk_cell,11559,11.693002
sample00199,98854,monocyte,21877,22.130617
sample00200,98997,b_cell,10134,10.236674
sample00200,98997,cd8_t_cell,25566,25.825025
sample00200,98997,cd4_t_cell,32902,33.235351
sample00200,98997,nk_cell,12088,12.210471
sample00200,98997,monocyte,18307,18.49248
sample00201,107968,b_cell,12506,11.583062
sample00201,107968,cd8_t_cell,22619,20.949726
sample00201,107968,cd4_t_cell,33632,31.14997
sample00201,107968,nk_cell,16304,15.100771
sample00201,107968,monocyte,22907,21.216472
sample00202,109619,b_cell,12230,11.156825
sample00202,109619,cd8_t_cell,26472,24.149098
sample00202,109619,cd4_t_cell,29841,27.222471
sample00202,109619,nk_cell,13111,11.960518
sample00202,109619,monocyte,27965,25.511088
sample00203,89878,b_cell,10259,11.414362
sample00203,89878,cd8_t_cell,23424,26.061995
sample00203,89878,cd4_t_cell,26495,29.478849
sample00203,89878,nk_cell,8000,8.900955
sample00203,89878,monocyte,21700,24.143839
sample00204,106620,b_cell,13017,12.208779
sample00204,106620,cd8_t_cell,27927,26.193022
sample00204,106620,cd4_t_cell,29998,28.135434
sample00204,106620,nk_cell,13536,12.695554
sample00204,106620,monocyte,22142,20.767211
sample00205,101142,b_cell,8077,7.985802
sample00205,101142,cd8_t_cell,24825,24.5447
sample00205,101142,cd4_t_cell,28201,27.882581
sample00205,101142,nk_cell,16672,16.483756
sample00205,101142,monocyte,23367,23.103162
sample00206,108697,b_cell,10714,9.856758
sample00206,108697,cd8_t_cell,30621,28.170971
sample00206,108697,cd4_t_cell,35430,32.595196
sample00206,108697,nk_cell,12768,11.746414
sample00206,108697,monocyte,19164,17.630661
sample00207,104367,b_cell,8515,8.158709
sample00207,104367,cd8_t_cell,27761,26.599404
